0.0	0.5	5.50.4	0.01
0.0	0.0	0.0	0.0	0.0
0.0004261604964703458	0.03405663921033641	-0.10132506971246955	-0.10598661025877465	-0.0
0.0004616356864165644	0.03547494332742184	-0.10143548273395649	-0.11041302207122328	5.2
-0.0005852988122965891	-0.1483898929609881	-0.10032621518318974	0.2604326334275666	5.2
-0.0061784904841546	-0.26370620171970044	-0.09020145740194997	0.4804475621501975	2.477113420741667
-0.012374433221450397	-0.2215113450435376	-0.07942690085447446	0.36029585313391843	-0.2113083310268422
-0.017953766338527764	-0.22624690610842157	-0.070653487829824	0.34612301124603423	0.594444906164532
-0.02359041621017198	-0.22438601086924753	-0.06233144374048293	0.32030186481394934	0.3857320408530249
-0.029148433700055827	-0.22057732047119427	-0.05469088015646657	0.2928255882157617	0.3116762646181792
-0.034617049933470284	-0.2173131193738453	-0.04769292780221615	0.2689369021139965	0.28025513599498675
-0.04000321357369094	-0.21391620656690083	-0.04126513854967804	0.24695217655030155	0.23564640026910455
-0.045300081155391414	-0.21020049725380516	-0.03537002274477663	0.22628222556715122	0.19243140697342875
-0.05050361430012687	-0.20640647854104116	-0.029968305699916906	0.20728582898220166	0.15547034733985798
-0.05561003241663085	-0.2024192104253945	-0.02502419444890186	0.18955513133996843	0.11961994187594849
-0.060614427171624	-0.1982718354374931	-0.0205081208425221	0.17301774154041008	0.0878541536883648
-0.06551532256452207	-0.1941018795412887	-0.016386482534307883	0.1578406541083383	0.05992699913322319
-0.07012081783258145	-0.18992006809914463	-0.01277394374803878	0.14404281165103697	0.03286487810604921
-0.07481366105874941	-0.1857358653772958	-0.009342067711999462	0.13129301299098392	0.012177395413363268
-0.07948194292751017	-0.17174420224560524	-0.006319305054504421	0.09795005921483359	-0.013854875787661314
-0.08368333779448492	-0.17838550950356352	-0.003815698378599243	0.11091039089196444	0.19198354268330053
-0.08785151702769103	-0.16712757273458784	-0.0014136160049892414	0.08539684545968002	-0.06213090371825203
-0.09236399349837414	-0.1688191293520956	0.0008887734702734962	0.08899504247498291	0.087048926456472
-0.09630771445376274	-0.1588462214431416	0.002793880914864555	0.06769390734211102	-0.06436807931055899
-0.10046353741830569	-0.1614938902838013	0.004625954009682368	0.07474129631721278	0.06110772189889058
-0.10438977865447926	-0.15203638206430692	0.006272735836001849	0.05577154305955864	-0.1072514462757691
-0.10818961564198121	-0.15244391106240407	0.007693125726509184	0.058928341708165084	0.0028902590989483556
-0.11175266883035123	-0.14442601248076284	0.008929408906383513	0.04393930431193812	-0.10780087142393902
-0.11525772122472219	-0.13647590735191184	0.00983538936645728	0.02955808873809768	-0.021402461001764794
-0.1188631302758844	-0.14152644430104733	0.010775234351150608	0.044111547996443436	0.07358092505692382
-0.12216934110299811	-0.13436398467762412	0.011678885463265573	0.031911475219475974	-0.13588553087373545
-0.12544473995015445	-0.1280603146602285	0.012343489733094001	0.021997332262894433	-0.06496992980488281
-0.12869494839231768	-0.12229754954534029	0.012798519983210873	0.013616820923926685	-0.007297317738747644
-0.1318069239334047	-0.12695949725890818	0.013313351409408234	0.028083583531804058	0.043683511951080445
-0.13479152269284328	-0.12176547541537754	0.013903245702854183	0.020946055293426188	-0.1462495376612052
-0.1377740556569091	-0.11712248351372143	0.014351282154213343	0.015363073823572463	-0.11489750647400454
-0.14076046335055326	-0.11285002394390994	0.014687950216308088	0.010910201822673294	-0.09381253192035524
-0.14353318969008258	-0.10918001439043361	0.014916790967937025	0.007681548206960697	-0.0799947436877636
-0.14621897202334555	-0.10586992716327982	0.015076327348360681	0.00530563760718785	-0.07326375963895254
-0.14882606953723676	-0.10286488942335162	0.015185990999594263	0.0036426437744604204	-0.07217957898619413
-0.15126139761973703	-0.100226336883405	0.015259540047515188	0.0026148897217126155	-0.07618747045067835
-0.15383138423950657	-0.0976040223098817	0.015318657330353789	0.0020418207518580617	-0.08447640893951433
-0.15624096408024177	-0.09528633960689234	0.015367685708300095	0.0019551580039391817	-0.09813645369242667
-0.15859495111108488	-0.09314403642545639	0.015419909903446778	0.002269444882601431	-0.11577664734315075
-0.16079211793366108	-0.09007743996647392	0.015450706387265319	0.0003699654364557614	-0.13780471086839494
-0.16300434931886995	-0.08703782573267518	0.015438279378745734	-0.0012660356958103152	-0.1351068705691103
-0.1652266538614196	-0.08398324911387837	0.015386445810595516	-0.002744237319215091	-0.13366663775298904
-0.16728883208522297	-0.08111075346827305	0.01530083745090375	-0.004046272895062466	-0.13252852386887876
-0.16920201131592688	-0.0784347020456299	0.015189962507600884	-0.005147971621091942	-0.13082933165044497
-0.17120307104470817	-0.07560496723776725	0.015041484011569043	-0.0062331039862990115	-0.12921957528530315
-0.17305894080912754	-0.07297222884702562	0.014873987305599268	-0.007134553466702873	-0.1270557905395015
-0.1748499610641316	-0.07041232606002396	0.014685341164808406	-0.0079341556810529	-0.12506054245874115
-0.17651002313096728	-0.06802612841159646	0.01448663451804277	-0.008605891549934448	-0.12288966473440296
-0.17824467098698318	-0.06550728133199842	0.014254144014675806	-0.009261285903717381	-0.12073530417899708
-0.17978886178973635	-0.06326891914545428	0.014025920412578179	-0.009748090847951373	-0.11806473294349418
