0.0	0.5	5.50.4	0.01
0.0	0.0	0.0	0.0	0.0
0.0003928571963798394	0.030197510473672164	-0.10128473753856143	-0.09883841230392225	-0.0
0.0003928571963798394	0.030197510473672164	-0.10128473753856143	-0.09883841230392225	5.2
-0.0009750580695433442	-0.16445471010713322	-0.09953678963505612	0.2944310378952111	5.2
-0.00620832351475039	-0.25379130508469033	-0.09003200363868938	0.46024023230858935	2.0877488061706586
-0.01259774091737284	-0.2220060268056424	-0.07891972411834697	0.3618913600360776	-0.014181589273468909
-0.018215436261329317	-0.22707520499918654	-0.0700471817041669	0.3486297951539654	0.5510013012057193
-0.023838366384230498	-0.22249117313965816	-0.061735332632538546	0.31703906090842515	0.32729577832488577
-0.029128857047276652	-0.21885804255846136	-0.05446689479285501	0.29084032416379096	0.31319341956059876
-0.03455931846408273	-0.21592175405414837	-0.04750708865792376	0.2677375479798751	0.28405986158149776
-0.040122694688298016	-0.21237181576631725	-0.04086441054290907	0.24493704459971746	0.23294289527390255
-0.045381626771990285	-0.20866472279161635	-0.03501654894346987	0.22440943985789205	0.18910634126939208
-0.05054639064816255	-0.2048410381927901	-0.029661026142184434	0.20545615717247254	0.15261025986831678
-0.055614035902303446	-0.2008840102672353	-0.024760604548162257	0.18788520621601779	0.11825514365331902
-0.06038448001118596	-0.19694123385051193	-0.020454070659641655	0.17214337461565102	0.08669292710871002
-0.06544493309274003	-0.1926444406696569	-0.016197194383754297	0.1564892617468218	0.05976228316153431
-0.07001563321353642	-0.18850851330610968	-0.012615980760519566	0.14284897106858852	0.031596896578855116
-0.07467201147094348	-0.18426802291101735	-0.009215937995394516	0.13002007749301203	0.010639747061914173
-0.07913284105572484	-0.1710246034078427	-0.006320273482006729	0.09843877660936844	-0.013131339337353776
-0.08364214356886873	-0.17676212383481665	-0.003648496663019134	0.10931013475929995	0.180276703665315
-0.08774448458327082	-0.164411283743647	-0.001343232177777641	0.0814371055402793	-0.06008114728386804
-0.09187782429847723	-0.1676926362246001	0.0007403433453813967	0.08851734470221478	0.11836258052375648
-0.09612636798547769	-0.15751459018654038	0.0028039159755974255	0.0667934241882902	-0.058448958161309905
-0.09992231099371662	-0.15972708789738033	0.0044541411764255495	0.07276668085490401	0.06347697429042698
-0.10381829689672697	-0.1509591806445641	0.0060813323105732685	0.05525015849846175	-0.08427981504389992
-0.10774098088879126	-0.1517563894668552	0.007542803000393491	0.05929326600934344	0.011887140896347792
-0.11143680652972252	-0.14363696095131498	0.008843810009717758	0.044152298353158065	-0.11017798652072708
