0	0.5	5.5	0.4	0
-0.000760257	-0.0422437	-0.102489	-0.138484	-0
-0.00236294	-0.0754119	-0.107752	-0.247996	0.269787
-0.00466882	-0.0950678	-0.115582	-0.330252	3.49747
-0.00542196	0.0418546	-0.120946	-0.0708362	4.24913
-0.00205535	0.220312	-0.118151	0.280514	0.317627
0.00423156	0.234966	-0.110163	0.273834	0.0914347
0.00993577	0.204752	-0.104425	0.171346	0.860064
0.0154394	0.217516	-0.100047	0.16463	0.163268
0.0210043	0.194366	-0.0967629	0.0793527	1.56398
0.026438	0.241045	-0.0939271	0.150473	2.13363
0.0338049	0.323479	-0.0880249	0.300069	1.75067
0.0438678	0.392715	-0.0778704	0.421279	0.843316
0.055689	0.418111	-0.0651252	0.449725	0.0569445
0.0659236	0.400608	-0.0546224	0.391749	-0.0590903
0.0757829	0.356546	-0.0458936	0.27809	-0.00762508
0.0850804	0.310485	-0.0398426	0.161471	0.583316
0.0944365	0.331746	-0.0346046	0.193968	1.24223
0.104585	0.390235	-0.0274605	0.310784	1.00274
0.115317	0.433248	-0.0182087	0.397264	0.218555
0.126247	0.438774	-0.00812261	0.405018	-0.458438
0.137055	0.396094	0.00106808	0.310197	-0.641913
0.146488	0.360352	0.00780742	0.233239	-0.201405
0.156447	0.329649	0.0135493	0.169937	0.16463
0.165797	0.339553	0.0186497	0.197483	0.451855
0.174618	0.365625	0.0244018	0.261617	0.20772
0.183981	0.382127	0.0315436	0.306868	-0.33651
0.193525	0.355425	0.0388186	0.260225	-0.750193
0.203319	0.321586	0.045473	0.20196	-0.620974
0.211975	0.298313	0.0506146	0.168454	-0.426949
0.218993	0.288322	0.0545501	0.162975	-0.367811
0.226678	0.281761	0.0590066	0.168539	-0.4463
0.233627	0.274694	0.0632689	0.172939	-0.608693
0.240572	0.260208	0.0676284	0.163343	-0.762006
0.247763	0.236727	0.0719798	0.138252	-0.837329
0.253598	0.213099	0.075206	0.111397	-0.840203
0.258639	0.19126	0.0776863	0.0884333	-0.806871
0.263847	0.169151	0.0799516	0.0691733	-0.779407
0.268301	0.149882	0.0817128	0.0570235	-0.78827
0.271962	0.132468	0.083054	0.0467678	-0.839578
0.275365	0.11142	0.084135	0.0311447	-0.878033
0.278243	0.0878613	0.0847411	0.0114364	-0.893644
0.280365	0.064548	0.0847683	-0.00871566	-0.881549
0.281803	0.042827	0.0842821	-0.0265635	-0.860416
0.282626	0.0237871	0.0834312	-0.0409585	-0.835618
0.283004	0.00298305	0.0820305	-0.0552685	-0.812319
0.282857	-0.0140449	0.0805097	-0.0660961	-0.804251
0.282189	-0.0330624	0.0784796	-0.078749	-0.78904
0.280941	-0.0524705	0.0760013	-0.0920707	-0.768191
0.279349	-0.0694073	0.0734527	-0.103851	-0.742135
0.277065	-0.0875944	0.0702577	-0.116529	-0.701723
0.274379	-0.10382	0.0668489	-0.127051	-0.656531
0.271497	-0.117439	0.0634463	-0.134804	-0.619309
0.268405	-0.129557	0.059998	-0.141235	-0.5846
0.264452	-0.142772	0.0558061	-0.148289	-0.546577
0.260747	-0.153344	0.0520324	-0.153872	-0.507259
0.25679	-0.16299	0.0481296	-0.158676	-0.46598
0.25243	-0.172109	0.0439504	-0.163039	-0.423507
0.248027	-0.179904	0.0398347	-0.166454	-0.377091
0.242695	-0.187692	0.0349725	-0.16936	-0.328233
0.237933	-0.193165	0.0307289	-0.170629	-0.278401
0.232851	-0.197635	0.0262964	-0.17074	-0.234682
0.227667	-0.201128	0.0218703	-0.170211	-0.191658
0.221999	-0.203861	0.0171317	-0.169057	-0.146042
0.216678	-0.205495	0.0127632	-0.167548	-0.100217
0.210919	-0.206055	0.00812013	-0.164937	-0.0529376
0.205161	-0.20548	0.00356167	-0.161516	-0.00460668
0.200055	-0.203186	-0.000398437	-0.155946	0.0521385
0.194361	-0.188203	-0.00449416	-0.124004	0.0725747
0.189832	-0.175018	-0.00723108	-0.0969889	-0.0598804
