-2.5508e-05	0.000189256	-0.000644583
-1.97673e-05	0.000166176	-0.000680086
-2.38882e-05	0.000147863	-0.000369883
0.0138083	0.00795	0.0083365
0.0530033	0.0390805	0.193693
0.0992973	0.0926258	0.490925
0.13642	0.143795	0.815534
0.185704	0.167433	1.04792
0.242443	0.181264	1.16225
0.307143	0.201919	1.14314
0.378409	0.227426	1.01224
0.443431	0.246901	0.885099
0.504471	0.259265	0.843557
0.579999	0.268451	0.995786
0.647202	0.278608	1.26836
0.705003	0.297656	1.53803
0.763092	0.334809	1.81373
0.808589	0.385009	2.03792
0.842169	0.437696	2.09365
0.88407	0.456897	2.08527
0.906271	0.457873	2.00696
0.931618	0.432099	1.92463
0.945548	0.411472	1.95482
0.955634	0.390436	2.07377
0.962748	0.376402	2.24691
0.959865	0.363672	2.45057
0.942824	0.352217	2.61192
0.924771	0.350387	2.71785
0.90394	0.37868	2.8372
0.89283	0.420485	2.90649
0.887893	0.461787	2.96107
0.892132	0.512101	3.09172
0.89832	0.546904	-3.08971
0.899343	0.561927	-3.0657
0.887895	0.57371	-3.04487
0.882594	0.569538	-2.98933
0.875751	0.558384	-2.90037
0.868607	0.550074	-2.80726
0.853058	0.554979	-2.69431
0.829118	0.573717	-2.60861
0.801886	0.593987	-2.52377
0.784887	0.609971	-2.42918
0.787386	0.614376	-2.32443
0.766297	0.637294	-2.15613
0.721686	0.652468	-1.87693
0.684021	0.662896	-1.67678
0.680978	0.677541	-1.60219
0.690373	0.692323	-1.62467
0.679428	0.705679	-1.6878
0.674054	0.71994	-1.70918
0.696348	0.720209	-1.66365
0.711658	0.72944	-1.58503
0.709783	0.743627	-1.45456
0.713744	0.765538	-1.32677
0.709053	0.7903	-1.18923
0.694245	0.81245	-1.05945
0.66939	0.829	-0.941559
0.638263	0.835554	-0.809392
0.602303	0.816114	-0.670877
0.570628	0.782207	-0.531197
0.545466	0.747347	-0.416296
0.533036	0.732548	-0.355029
0.541949	0.752999	-0.361819
0.534353	0.789044	-0.303935
0.54731	0.844347	-0.169067
0.557131	0.888856	-0.00412356
0.551504	0.921744	0.155669
0.534537	0.934656	0.27141
0.522366	0.936639	0.305554
0.508556	0.925878	0.340727
0.477595	0.92735	0.401045
0.432431	0.923372	0.506543
0.396549	0.920329	0.654498
0.373315	0.918659	0.791821
0.354863	0.920214	0.954804
0.35134	0.931348	1.08194
0.357989	0.935999	1.13429
0.365936	0.939848	1.13091
0.36638	0.936407	1.11889
0.361161	0.941128	1.14214
0.34885	0.944338	1.22272
0.326142	0.950396	1.39208
0.307072	0.959425	1.58041
0.288627	0.959533	1.73859
0.267192	0.952935	1.85015
0.244737	0.93573	1.898
0.226206	0.915756	1.91417
0.209295	0.900843	1.93792
0.196179	0.898401	1.98084
0.181717	0.91129	2.08619
0.16906	0.929801	2.19052
0.141187	0.9656	2.37142
0.115096	0.993837	2.51258
0.0952163	1.00974	2.6248
0.0781785	1.0133	2.69695
0.066257	1.00865	2.75031
0.056865	1.00215	2.79379
0.0428743	0.994109	2.86383
0.0283378	0.987454	2.96172
0.0188319	0.980937	3.07186
0.00949414	0.977609	-3.10989
-0.0062966	0.980433	-2.98768
-0.0245737	0.977848	-2.82699
-0.0604133	0.97197	-2.63517
-0.0830382	0.979962	-2.58411
-0.0918745	0.999245	-2.58417
-0.0768077	1.03475	-2.5707
-0.0738766	1.05475	-2.52483
-0.0797265	1.06246	-2.38998
-0.102871	1.0293	-2.06621
-0.121824	0.986496	-1.83434
-0.136821	0.971799	-1.78421
-0.168832	0.960497	-1.79118
-0.20971	0.966065	-1.81027
-0.252602	0.973937	-1.80478
-0.284114	0.964784	-1.75785
-0.296453	0.941236	-1.56945
-0.299277	0.944219	-1.20041
-0.277993	0.930201	-1.0202
-0.264438	0.944334	-0.937955
-0.253957	0.933165	-0.944205
-0.274184	0.916205	-1.01473
-0.308753	0.90591	-1.04805
-0.33571	0.894032	-1.02991
-0.360246	0.886172	-0.945442
-0.37852	0.890168	-0.848846
-0.421309	0.896102	-0.673749
-0.45093	0.899706	-0.441326
-0.493877	0.893111	-0.193697
-0.522856	0.876383	-0.0294866
-0.534221	0.861102	0.0183137
-0.528993	0.863282	-0.0318803
-0.515272	0.872561	-0.0843792
-0.490106	0.870255	-0.0583671
-0.472034	0.868092	0.0589239
-0.466836	0.869154	0.269775
-0.493092	0.867531	0.478733
-0.536942	0.858942	0.620509
-0.572496	0.840677	0.710262
-0.597787	0.810298	0.768753
-0.600073	0.766101	0.832608
-0.62631	0.742704	0.871136
-0.639331	0.749741	0.891834
-0.638325	0.759482	0.945312
-0.632544	0.773384	1.04062
-0.629863	0.781427	1.17345
-0.631331	0.778172	1.31097
-0.634162	0.764496	1.4437
-0.637675	0.74892	1.53076
-0.647769	0.719627	1.59418
-0.66171	0.697364	1.62009
-0.673179	0.676449	1.68235
-0.686612	0.664581	1.77415
-0.700517	0.65749	1.93722
-0.715722	0.64942	2.1274
-0.729055	0.647672	2.24975
-0.740144	0.647902	2.32222
-0.743125	0.650679	2.2962
-0.764066	0.64646	2.30146
-0.786536	0.631856	2.35665
-0.805818	0.603	2.48724
-0.817983	0.568632	2.64857
-0.823447	0.525674	2.80629
-0.824369	0.497558	2.91938
-0.827629	0.489914	3.0233
-0.843224	0.517972	-3.13229
-0.863613	0.55306	-2.97292
-0.871435	0.564383	-2.8873
-0.851138	0.554755	-2.84349
-0.8204	0.543401	-2.80273
-0.822685	0.493683	-2.86559
-0.847077	0.4405	-2.85791
-0.870637	0.39825	-2.77789
-0.89291	0.359471	-2.66955
-0.91817	0.32581	-2.46616
-0.951821	0.284112	-2.12255
