0	0.5	5.5	1.4	0
0.000582106	0.0378582	-0.0993283	0.043921	-0
0.00124314	0.0103923	-0.0993476	-0.0498053	0.354818
0.0013196	-0.00346112	-0.101632	-0.11543	0.596962
0.00121647	-0.00411886	-0.105275	-0.153215	0.779389
0.00121497	0.00370792	-0.109515	-0.172426	0.900475
0.0014973	0.0168289	-0.114319	-0.183046	0.978476
0.00214574	0.0322892	-0.119146	-0.188729	1.03875
0.00321783	0.0493257	-0.124097	-0.192625	1.08707
0.00481049	0.0678134	-0.129346	-0.196732	1.13214
0.0068268	0.0863472	-0.134507	-0.20086	1.18028
0.00933565	0.105668	-0.139775	-0.205042	1.22819
0.0124834	0.126468	-0.145364	-0.209696	1.27738
0.0162003	0.147892	-0.15109	-0.214986	1.33045
0.0203403	0.169501	-0.156735	-0.219882	1.38643
0.0250561	0.192135	-0.162503	-0.224484	1.4411
0.0305894	0.216557	-0.168619	-0.229365	1.49627
0.0370369	0.242732	-0.175106	-0.234892	1.55505
0.0434243	0.267054	-0.181032	-0.23979	1.61853
0.0513164	0.295456	-0.18781	-0.245082	1.67633
0.0590477	0.321745	-0.193989	-0.249909	1.74186
0.0684966	0.352095	-0.201066	-0.255781	1.80174
0.0784337	0.382547	-0.208035	-0.26136	1.87126
0.0887968	0.413158	-0.214884	-0.266299	1.93929
0.100418	0.446169	-0.222128	-0.271276	2.00479
0.111986	0.477736	-0.22896	-0.276032	0.704024
0.125477	0.446902	-0.23907	-0.431326	2.13824
0.137986	0.479629	-0.250951	-0.447605	2.60239
0.150663	0.532087	-0.261701	-0.416317	2.72866
0.164679	0.586584	-0.271685	-0.385108	2.72705
0.18259	0.645925	-0.282465	-0.361296	5.2
0.203022	0.816673	-0.289012	-0.0962184	5.2
0.226497	0.982545	-0.287985	0.164821	5.2
0.255438	1.15518	-0.279723	0.438257	5.2
0.289086	1.33167	-0.263927	0.724111	2.62623
0.323144	1.38542	-0.245263	0.756887	0.0600712
0.359827	1.32253	-0.227583	0.536559	-3.15266
0.391346	1.10097	-0.220896	-0.021003	1.01132
0.418917	1.04902	-0.224747	-0.209294	5.2
0.448288	1.21939	-0.226663	0.0846382	5.2
0.482522	1.40696	-0.21999	0.41667	5.2
0.521665	1.59766	-0.204569	0.759088	2.44492
0.562497	1.65981	-0.184501	0.830252	-2.49071
0.60218	1.49931	-0.168459	0.422264	-3.00878
0.639469	1.27304	-0.164848	-0.130038	1.70454
0.670887	1.26741	-0.169695	-0.196782	5.2
0.706114	1.45253	-0.170627	0.149451	5.2
0.748307	1.66537	-0.160927	0.555353	4.89596
0.794214	1.85919	-0.141508	0.926688	0.492803
0.842662	1.85019	-0.117795	0.862258	-4.12043
0.887672	1.60329	-0.102667	0.284446	-3.71959
0.926059	1.36016	-0.102961	-0.282449	2.42567
0.961391	1.39611	-0.11086	-0.240054	5.2
1.00218	1.62393	-0.111125	0.219269	5.2
1.04746	1.84794	-0.0992246	0.675352	3.39986
1.09958	1.99964	-0.0766163	0.974166	-1.8166
1.14837	1.87467	-0.0551987	0.678507	-5.2
1.19321	1.5766	-0.0463347	0.00803888	-2.4567
1.23159	1.39814	-0.0520793	-0.399705	4.61777
1.26792	1.54934	-0.0592863	-0.0865533	5.2
1.30973	1.7861	-0.0549443	0.413579	5.2
1.3595	2.03337	-0.0371197	0.939598	0.511182
1.41319	2.06818	-0.0110125	1.00746	-5.2
1.46378	1.80484	0.00816552	0.429566	-5.2
1.50677	1.51459	0.0107624	-0.203544	-0.746422
1.54384	1.37091	0.000430843	-0.516585	5.2
1.58375	1.60942	-0.00717522	0.00507177	5.2
1.63105	1.88365	0.00136026	0.605144	4.0523
1.68073	2.08153	0.0221974	1.04274	-2.50882
1.73581	1.96384	0.048056	0.797294	-5.2
1.7816	1.70439	0.0609636	0.246533	-5.2
1.82225	1.43335	0.0596192	-0.326843	0.400493
1.85862	1.40931	0.0494086	-0.360997	5.2
1.8999	1.66823	0.0469883	0.223315	5.2
1.94706	1.94862	0.0613288	0.856114	0.811724
1.99688	2.01614	0.085444	1.02825	-5.2
2.04666	1.79132	0.106835	0.569065	-5.2
2.08826	1.54743	0.114559	0.0715517	-4.17309
2.12712	1.3417	0.110668	-0.338832	1.58431
2.16093	1.39895	0.103234	-0.178687	5.2
2.19929	1.67081	0.106613	0.45042	3.92394
2.24976	1.92083	0.127902	1.04039	-3.10676
2.30155	1.85765	0.156514	0.953439	-5.2
2.34681	1.62819	0.175415	0.509396	-5.2
2.38609	1.40303	0.182814	0.079114	-5.07441
2.42083	1.17957	0.179015	-0.34438	-0.727042
2.45036	1.11834	0.168376	-0.41892	4.30096
2.481	1.34647	0.164449	0.133105	5.16045
2.52005	1.64887	0.177501	0.850952	-1.12008
2.56364	1.64863	0.202076	0.915766	-5.2
2.60397	1.4491	0.221321	0.55394	-5.2
2.64254	1.2203	0.231157	0.142265	-5.2
2.67357	1.00435	0.229546	-0.242932	-2.71713
2.69838	0.916785	0.221426	-0.356833	3.36682
2.72623	1.1091	0.217329	0.141217	3.50868
2.7582	1.34133	0.228839	0.721773	-2.7044
2.79327	1.31564	0.249122	0.747742	-5.2
2.82502	1.12846	0.264387	0.429272	-5.2
2.85089	0.949121	0.271174	0.127955	-5.2
2.87385	0.759051	0.27019	-0.188528	-3.91697
2.88996	0.649693	0.263911	-0.345421	-0.596368
2.90758	0.638669	0.254368	-0.274774	4.66728
2.92753	0.909473	0.255649	0.398604	2.10926
2.95367	1.08624	0.2726	0.871545	-5.2
2.98166	0.949459	0.294638	0.676592	-5.2
3.0032	0.781881	0.308085	0.413178	-5.2
3.02186	0.607793	0.315486	0.147266	-5.2
3.03545	0.443661	0.315969	-0.0998796	-5.2
3.04505	0.273629	0.309689	-0.35657	-3.20546
3.05106	0.197029	0.299449	-0.41866	-0.361376
3.05642	0.233138	0.290421	-0.24082	1.75792
3.06497	0.399446	0.290218	0.221772	-1.62795
3.07564	0.410641	0.297902	0.343947	-5.2
3.08449	0.260071	0.304266	0.120712	-5.2
3.08901	0.0941322	0.30395	-0.134667	-5.2
3.08922	-0.071772	0.296998	-0.391119	-3.49711
3.08601	-0.165543	0.285267	-0.494945	-0.693522
3.08197	-0.134187	0.274255	-0.332256	0.0187668
3.07975	-0.043732	0.269608	-0.0445221	-1.2148
3.07895	-0.0221798	0.27042	0.0933309	-4.37085
3.07664	-0.153365	0.270561	-0.095774	-5.2
3.07062	-0.322373	0.264567	-0.374706	-4.0444
3.06009	-0.451449	0.251775	-0.563367	-1.03088
3.04833	-0.44186	0.238215	-0.459255	3.77771
3.03975	-0.205827	0.233674	0.133174	0.669482
3.03636	-0.072005	0.243136	0.507589	-5.2
3.03279	-0.224274	0.253795	0.261513	-5.2
3.0241	-0.412528	0.256376	-0.0570831	-5.2
3.01153	-0.5856	0.25115	-0.349784	-4.90231
2.99403	-0.754113	0.238246	-0.632218	-1.7569
2.97393	-0.781024	0.221804	-0.61222	3.06146
2.95583	-0.590269	0.211687	-0.123793	2.84429
2.94334	-0.379273	0.215658	0.407498	-3.74513
2.93341	-0.450278	0.225805	0.325102	-5.2
2.91983	-0.630931	0.229841	0.00661192	-5.2
2.90172	-0.8122	0.225888	-0.313095	-5.2
2.87602	-1.01749	0.211846	-0.679252	-2.32879
2.84866	-1.07686	0.193175	-0.7392	2.77009
2.82363	-0.907485	0.179621	-0.308985	3.26335
2.80242	-0.671712	0.17933	0.268137	-1.7654
2.78535	-0.669667	0.188001	0.33484	-5.2
2.76566	-0.854085	0.192614	-0.00255546	-5.2
2.74073	-1.05579	0.187487	-0.377634	-5.2
2.71054	-1.25991	0.172522	-0.761218	-1.51001
2.67716	-1.29373	0.152144	-0.779313	3.2742
2.64488	-1.08414	0.137616	-0.270211	3.63953
2.61993	-0.84384	0.138312	0.301626	-1.92057
2.59823	-0.857243	0.147326	0.320776	-5.2
2.57435	-1.05572	0.150616	-0.0642346	-5.2
2.54397	-1.2728	0.143227	-0.488499	-4.54816
2.50833	-1.46062	0.125596	-0.852941	0.288644
2.46715	-1.34485	0.104102	-0.55583	4.61572
2.43351	-1.05414	0.0978635	0.117233	1.61242
2.40756	-0.896567	0.107023	0.498126	-5.2
2.38154	-1.07499	0.117056	0.14735	-5.2
2.35049	-1.30441	0.114636	-0.31521	-5.2
2.31193	-1.54369	0.0993574	-0.800741	-1.52811
2.27248	-1.59776	0.0778543	-0.889728	4.03286
2.23324	-1.39206	0.0601112	-0.415473	5.2
2.20109	-1.08997	0.058425	0.266516	0.606702
2.1741	-0.948089	0.0712757	0.600183	-5.2
2.147	-1.15862	0.0818567	0.165082	-5.2
2.115	-1.39164	0.0796843	-0.318891	-5.2
2.0739	-1.64394	0.0637233	-0.845957	-1.09429
2.032	-1.69024	0.0410694	-0.929939	4.87896
1.98923	-1.44607	0.0224043	-0.383447	5.2
