-0.000765493	-1.14141e-06	-0.00881088
0.000442705	-1.40241e-05	-0.0160602
0.00372452	-0.00010383	-0.0451074
0.0174585	-0.00152655	-0.154365
0.0330787	-0.00437697	-0.194742
0.0570545	-0.00872269	-0.148821
0.0688882	-0.010246	-0.0995694
0.0932246	-0.0104859	0.0959365
0.106814	-0.00840384	0.207942
0.133454	-0.000308892	0.365142
0.14687	0.00492621	0.367916
0.174444	0.0136792	0.218193
0.188505	0.0159935	0.103145
0.219353	0.0154111	-0.126624
0.234566	0.0129351	-0.194792
0.264253	0.00591297	-0.267451
0.284378	0.000372951	-0.25051
0.303721	-0.00338928	-0.107125
0.323768	-0.00359943	0.0912663
0.337125	-0.00150097	0.225229
0.362583	0.00784759	0.462392
0.375764	0.0149722	0.523493
0.409888	0.0351964	0.505327
0.422723	0.0417517	0.426425
0.451929	0.0508597	0.171596
0.467736	0.0525612	0.0379596
0.491358	0.0511745	-0.15342
0.513636	0.0464904	-0.243468
0.54127	0.039887	-0.203098
0.561163	0.036619	-0.112631
0.583082	0.0357397	0.043484
0.605052	0.0378969	0.222142
0.624865	0.043488	0.397931
0.642946	0.0526789	0.534097
0.660625	0.0638697	0.579711
0.680861	0.0767482	0.538972
0.695426	0.0848389	0.467792
0.725029	0.0961824	0.239029
0.7406	0.098944	0.111455
0.771968	0.0991961	-0.0833408
0.795217	0.0966915	-0.10945
0.822487	0.0954045	0.0564812
0.834874	0.0968206	0.176339
0.860565	0.104978	0.443639
0.872378	0.111538	0.571316
0.894586	0.128829	0.730197
0.903959	0.137417	0.748313
0.921153	0.152632	0.666467
0.931508	0.16002	0.567981
0.958245	0.173017	0.323553
0.97312	0.177009	0.199365
1.00344	0.180006	0.00348686
1.02406	0.179106	-0.0889239
1.05233	0.176033	-0.0980998
1.0667	0.175012	-0.0324777
1.08609	0.175765	0.127734
1.10558	0.180203	0.325364
1.12963	0.191993	0.591296
1.14541	0.204828	0.761202
1.15997	0.220177	0.847265
1.17471	0.236755	0.824292
1.18499	0.247467	0.774243
1.20891	0.267624	0.60501
1.22312	0.276269	0.481314
1.25159	0.288362	0.237351
1.26522	0.291196	0.172543
1.29145	0.295749	0.208357
1.31013	0.301096	0.368067
1.33317	0.313474	0.624547
1.34354	0.322002	0.753377
1.35732	0.336824	0.923123
1.36865	0.351919	1.0592
1.37655	0.366848	1.0871
1.38538	0.381876	0.975492
1.40253	0.40233	0.764581
1.41416	0.412202	0.638238
1.43451	0.424435	0.444179
1.45711	0.433337	0.314088
1.48521	0.441307	0.261366
1.50246	0.446563	0.358668
1.51979	0.4549	0.545306
1.53592	0.46698	0.745025
1.54529	0.476788	0.872016
1.56054	0.499631	1.07841
1.57021	0.51961	1.15242
1.58123	0.544864	1.14328
1.58714	0.556865	1.07258
1.60465	0.582238	0.860079
1.61528	0.593438	0.76329
1.63832	0.612897	0.655494
1.64867	0.620819	0.657285
1.6665	0.635792	0.768236
1.67474	0.644669	0.882905
1.68926	0.667507	1.14189
1.6941	0.67983	1.25842
1.69951	0.704832	1.45254
1.70055	0.716663	1.50977
1.70171	0.743601	1.51461
1.70512	0.773567	1.39504
1.70824	0.788545	1.33709
1.71428	0.810305	1.26749
1.72087	0.831097	1.26835
